"2022-09-06 21:32:48pm "," update "," UPDATE user SET `last_login` = '2022-09-06 21:32:48' WHERE 1=1  and user_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/login-check "," R: http://localhost/MultiVendor/admin"
"2022-09-06 21:33:21pm "," update "," UPDATE customer_cart SET `quantity` = '11', `net_price` = '15921.15', `total_amt` = 175132.65 WHERE 1=1  and customer_id = '1' and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-09-06 21:33:22pm "," update "," UPDATE customer_cart SET `quantity` = '12', `net_price` = '15921.15', `total_amt` = 191053.8 WHERE 1=1  and customer_id = '1' and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-09-06 21:33:46pm "," update "," UPDATE customer_cart SET `quantity` = '11', `net_price` = '15921.15', `total_amt` = 175132.65 WHERE 1=1  and customer_id = '1' and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-09-06 21:33:46pm "," update "," UPDATE customer_cart SET `quantity` = '10', `net_price` = '15921.15', `total_amt` = 159211.5 WHERE 1=1  and customer_id = '1' and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-09-06 21:33:46pm "," update "," UPDATE customer_cart SET `quantity` = '9', `net_price` = '15921.15', `total_amt` = 143290.35 WHERE 1=1  and customer_id = '1' and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-09-06 21:33:47pm "," update "," UPDATE customer_cart SET `quantity` = '8', `net_price` = '15921.15', `total_amt` = 127369.2 WHERE 1=1  and customer_id = '1' and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-09-06 21:33:47pm "," update "," UPDATE customer_cart SET `quantity` = '7', `net_price` = '15921.15', `total_amt` = 111448.05 WHERE 1=1  and customer_id = '1' and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-09-06 21:33:48pm "," update "," UPDATE customer_cart SET `quantity` = '6', `net_price` = '15921.15', `total_amt` = 95526.9 WHERE 1=1  and customer_id = '1' and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-09-06 21:33:48pm "," update "," UPDATE customer_cart SET `quantity` = '5', `net_price` = '15921.15', `total_amt` = 79605.75 WHERE 1=1  and customer_id = '1' and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-09-06 21:33:49pm "," update "," UPDATE customer_cart SET `quantity` = '4', `net_price` = '15921.15', `total_amt` = 63684.6 WHERE 1=1  and customer_id = '1' and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-09-06 21:33:50pm "," update "," UPDATE customer_cart SET `quantity` = '3', `net_price` = '15921.15', `total_amt` = 47763.45 WHERE 1=1  and customer_id = '1' and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-09-06 21:33:51pm "," update "," UPDATE customer_cart SET `quantity` = '2', `net_price` = '15921.15', `total_amt` = 31842.3 WHERE 1=1  and customer_id = '1' and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-09-06 21:33:52pm "," update "," UPDATE customer_cart SET `quantity` = '1', `net_price` = '15921.15', `total_amt` = 15921.15 WHERE 1=1  and customer_id = '1' and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-09-06 21:33:54pm "," update "," UPDATE customer_cart SET `quantity` = '1', `net_price` = '15921.15', `total_amt` = 15921.15 WHERE 1=1  and customer_id = '1' and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-09-06 21:33:56pm "," update "," UPDATE customer_cart SET `quantity` = '10', `net_price` = '688.47', `total_amt` = 6884.7 WHERE 1=1  and customer_id = '1' and product_id = '14' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-09-06 21:33:56pm "," update "," UPDATE customer_cart SET `quantity` = '9', `net_price` = '688.47', `total_amt` = 6196.23 WHERE 1=1  and customer_id = '1' and product_id = '14' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
