"2022-10-01 23:22:51pm "," update "," UPDATE customer_cart SET `quantity` = '6' WHERE 1=1  and customer_id = '1' and product_id = '6' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-10-01 23:22:51pm "," update "," UPDATE customer_cart SET `quantity` = '5' WHERE 1=1  and customer_id = '1' and product_id = '6' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-10-01 23:23:10pm "," update "," UPDATE customer_cart SET `quantity` = '6' WHERE 1=1  and customer_id = '1' and product_id = '6' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-10-01 23:23:10pm "," update "," UPDATE customer_cart SET `quantity` = '7' WHERE 1=1  and customer_id = '1' and product_id = '6' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
