<<<<<<< HEAD
"2022-12-28 21:59:04pm "," update "," UPDATE product_details SET `view_count` = 56 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1 "," R: http://localhost/MultiVendor/shop"
=======
"2022-12-28 21:26:47pm "," update "," UPDATE product_details SET `view_count` = 31 WHERE 1=1  and product_id = '115' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/womens-casual-digital-printed-shirt-ruffle-sleeve-tops-s-black-vnky8c75-115 "," R: http://localhost/EthnicWear/shop"
>>>>>>> 9795ab0e2e476bfd69c12a09ab4182d7fa5c4612
