"2023-01-13 01:46:24am "," update "," UPDATE product_details SET `view_count` = 154 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: http://localhost/EthnicWear/shop"
"2023-01-13 01:46:35am "," update "," UPDATE product_details SET `view_count` = 7 WHERE 1=1  and product_id = '103' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-yellow-embellished-high-low-longline-top-s-yellow-vnky8c75-103 "," R: http://localhost/EthnicWear/shop"
"2023-01-13 01:46:51am "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '88' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-pink-floral-printed-kurta-with-trousers-with-dupatta-m-pink-vnky8c75-88 "," R: http://localhost/EthnicWear/shop"
