"2023-01-13 23:36:38pm "," update "," UPDATE user SET `last_login` = '2023-01-13 23:36:38' WHERE 1=1  and user_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/login-check "," R: http://localhost/MultiVendor/admin"
"2023-01-13 23:40:09pm "," insert "," INSERT INTO category(`category_name`, `short_code`, `parent_category_id`, `element_id`, `description`, `category_image`, `created_by`, `return_or_replace`, `return_replace_validity`, `policy_covers`, `return_policy`, `created`) VALUES('New Born', 'kids-new-born', '3', '', 'New Born', 'new_born_oic.webp', '1', '', '', '', '', '2023-01-13 23:40:09') "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:40:09pm "," update "," UPDATE category SET `hierarchy` = '3,70' WHERE 1=1  and category_id = '70' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:40:09pm "," update "," UPDATE category SET `child_category` = '37,38,70' WHERE 1=1  and category_id = '3' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:40:24pm "," insert "," INSERT INTO category(`category_name`, `short_code`, `parent_category_id`, `element_id`, `description`, `category_image`, `created_by`, `return_or_replace`, `return_replace_validity`, `policy_covers`, `return_policy`, `created`) VALUES('Infant', 'kids-infant', '3', '', '', 'new_born_oic1.webp', '1', '', '', '', '', '2023-01-13 23:40:24') "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:40:24pm "," update "," UPDATE category SET `hierarchy` = '3,71' WHERE 1=1  and category_id = '71' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:40:24pm "," update "," UPDATE category SET `child_category` = '37,38,70,71' WHERE 1=1  and category_id = '3' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:44:44pm "," insert "," INSERT INTO category(`category_name`, `short_code`, `parent_category_id`, `element_id`, `description`, `category_image`, `created_by`, `return_or_replace`, `return_replace_validity`, `policy_covers`, `return_policy`, `created`) VALUES('Toddler', 'kids-toddler', '3', '', 'Toddler', 'new_born_oic2.webp', '1', '', '', '', '', '2023-01-13 23:44:44') "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:44:44pm "," update "," UPDATE category SET `hierarchy` = '3,72' WHERE 1=1  and category_id = '72' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:44:44pm "," update "," UPDATE category SET `child_category` = '37,38,70,71,72' WHERE 1=1  and category_id = '3' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:45:17pm "," insert "," INSERT INTO category(`category_name`, `short_code`, `parent_category_id`, `element_id`, `description`, `category_image`, `created_by`, `return_or_replace`, `return_replace_validity`, `policy_covers`, `return_policy`, `created`) VALUES('Child', 'kids-child', '3', '', 'Child', 'new_born_oic3.webp', '1', '', '', '', '', '2023-01-13 23:45:17') "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:45:17pm "," update "," UPDATE category SET `hierarchy` = '3,73' WHERE 1=1  and category_id = '73' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:45:17pm "," update "," UPDATE category SET `child_category` = '37,38,70,71,72,73' WHERE 1=1  and category_id = '3' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:45:34pm "," insert "," INSERT INTO category(`category_name`, `short_code`, `parent_category_id`, `element_id`, `description`, `category_image`, `created_by`, `return_or_replace`, `return_replace_validity`, `policy_covers`, `return_policy`, `created`) VALUES('Teen', 'kids-teen', '3', '', 'Teen', 'new_born_oic4.webp', '1', '', '', '', '', '2023-01-13 23:45:34') "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:45:34pm "," update "," UPDATE category SET `hierarchy` = '3,74' WHERE 1=1  and category_id = '74' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:45:34pm "," update "," UPDATE category SET `child_category` = '37,38,70,71,72,73,74' WHERE 1=1  and category_id = '3' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:46:50pm "," insert "," INSERT INTO category(`category_name`, `short_code`, `parent_category_id`, `element_id`, `description`, `category_image`, `created_by`, `return_or_replace`, `return_replace_validity`, `policy_covers`, `return_policy`, `created`) VALUES('Boys', 'kids-boys', '3', '', 'Boys', '', '1', '', '', '', '', '2023-01-13 23:46:50') "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:46:50pm "," update "," UPDATE category SET `hierarchy` = '3,75' WHERE 1=1  and category_id = '75' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2023-01-13 23:46:50pm "," update "," UPDATE category SET `child_category` = '37,38,70,71,72,73,74,75' WHERE 1=1  and category_id = '3' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
