"2023-01-14 00:04:30am "," update "," UPDATE product_details SET `view_count` = 35 WHERE 1=1  and product_id = '129' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/boys-pack-of-3-mickey-mouse-donald-duck-goofy-printed-t-shirts-4y-5y-vnky8c75-129 "," R: http://localhost/MultiVendor/shop?category=kids"
"2023-01-14 00:21:59am "," update "," UPDATE vendor SET `last_login` = '2023-01-14 00:21:59' WHERE 1=1  and vendor_id = '2' "," ::1 "," URL: http://localhost/MultiVendor/login-check "," R: http://localhost/MultiVendor/admin"
"2023-01-14 00:25:59am "," update "," UPDATE product_details SET `view_count` = 36 WHERE 1=1  and product_id = '129' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/boys-pack-of-3-mickey-mouse-donald-duck-goofy-printed-t-shirts-4y-5y-vnky8c75-129 "," R: http://localhost/MultiVendor/shop?category=kids"
"2023-01-14 00:34:11am "," insert "," INSERT INTO parent_product_listing(`vendor_id`, `parent_name`, `variant_code`, `is_active`) VALUES('2', 'test', 'eHqR36', 1) "," ::1 "," URL: http://localhost/MultiVendor/submit-parent-product "," R: http://localhost/MultiVendor/add-parent-product"
"2023-01-14 00:37:06am "," update "," UPDATE orders SET `delivery_status_id` = '2' WHERE 1=1  and order_id = '2' "," ::1 "," URL: http://localhost/MultiVendor/update-delivery-status "," R: http://localhost/MultiVendor/order-confirmed"
"2023-01-14 00:37:06am "," update "," UPDATE order_details SET `deliver_date` = '2023-01-14' WHERE 1=1  and order_id = '2' "," ::1 "," URL: http://localhost/MultiVendor/update-delivery-status "," R: http://localhost/MultiVendor/order-confirmed"
"2023-01-14 00:37:17am "," update "," UPDATE orders SET `delivery_status_id` = '3' WHERE 1=1  and order_id = '2' "," ::1 "," URL: http://localhost/MultiVendor/update-delivery-status "," R: http://localhost/MultiVendor/order-processing"
"2023-01-14 00:37:17am "," update "," UPDATE order_details SET `deliver_date` = '2023-01-14' WHERE 1=1  and order_id = '2' "," ::1 "," URL: http://localhost/MultiVendor/update-delivery-status "," R: http://localhost/MultiVendor/order-processing"
"2023-01-14 00:40:04am "," update "," UPDATE product_details SET `view_count` = 37 WHERE 1=1  and product_id = '129' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/boys-pack-of-3-mickey-mouse-donald-duck-goofy-printed-t-shirts-4y-5y-vnky8c75-129 "," R: http://localhost/MultiVendor/shop?category=kids"
"2023-01-14 00:40:04am "," insert "," INSERT INTO recent_view(`customer_id`, `product_id`) VALUES('1', '129') "," ::1 "," URL: http://localhost/MultiVendor/product-detail/boys-pack-of-3-mickey-mouse-donald-duck-goofy-printed-t-shirts-4y-5y-vnky8c75-129 "," R: http://localhost/MultiVendor/shop?category=kids"
