"2022-12-10 22:31:01pm "," update "," UPDATE product_details SET `view_count` = 44 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1 "," R: http://localhost/EthnicWear/shop"
"2022-12-10 22:31:04pm "," insert "," INSERT INTO customer_cart(`customer_id`, `product_id`, `quantity`, `elements_attributes`) VALUES('1', '1', '1', '{""1"":""1"",""2"":""11""}') "," ::1 "," URL: http://localhost/EthnicWear/Home/addtocart "," R: http://localhost/EthnicWear/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1"
"2022-12-10 22:31:04pm "," update "," UPDATE product_details SET `view_count` = 45 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1 "," R: http://localhost/EthnicWear/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1"
"2022-12-10 22:34:57pm "," update "," UPDATE customer_cart SET `quantity` = 'NaN' WHERE 1=1  and customer_id = '1' and product_id = '1' "," ::1 "," URL: http://localhost/EthnicWear/Home/updateItemQuantity "," R: http://localhost/EthnicWear/cart"
"2022-12-10 22:35:01pm "," update "," UPDATE customer_cart SET `quantity` = 'NaN' WHERE 1=1  and customer_id = '1' and product_id = '1' "," ::1 "," URL: http://localhost/EthnicWear/Home/updateItemQuantity "," R: http://localhost/EthnicWear/cart"
"2022-12-10 22:35:02pm "," update "," UPDATE customer_cart SET `quantity` = 'NaN' WHERE 1=1  and customer_id = '1' and product_id = '1' "," ::1 "," URL: http://localhost/EthnicWear/Home/updateItemQuantity "," R: http://localhost/EthnicWear/cart"
"2022-12-10 22:35:03pm "," update "," UPDATE customer_cart SET `quantity` = 'NaN' WHERE 1=1  and customer_id = '1' and product_id = '1' "," ::1 "," URL: http://localhost/EthnicWear/Home/updateItemQuantity "," R: http://localhost/EthnicWear/cart"
"2022-12-10 22:35:11pm "," update "," UPDATE customer_cart SET `quantity` = 'NaN' WHERE 1=1  and customer_id = '1' and product_id = '1' "," ::1 "," URL: http://localhost/EthnicWear/Home/updateItemQuantity "," R: http://localhost/EthnicWear/cart"
"2022-12-10 22:35:12pm "," update "," UPDATE customer_cart SET `quantity` = 'NaN' WHERE 1=1  and customer_id = '1' and product_id = '1' "," ::1 "," URL: http://localhost/EthnicWear/Home/updateItemQuantity "," R: http://localhost/EthnicWear/cart"
