"2022-12-07 21:37:04pm "," update "," UPDATE product_details SET `view_count` = 21 WHERE 1=1  and product_id = '129' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/boys-pack-of-3-mickey-mouse-donald-duck-goofy-printed-t-shirts-4y-5y-vnky8c75-129 "," R: http://localhost/MultiVendor/shop"
"2022-12-07 21:37:22pm "," update "," UPDATE product_details SET `view_count` = 22 WHERE 1=1  and product_id = '129' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/boys-pack-of-3-mickey-mouse-donald-duck-goofy-printed-t-shirts-4y-5y-vnky8c75-129 "," R: http://localhost/MultiVendor/shop"
"2022-12-07 21:37:26pm "," insert "," INSERT INTO customer_cart(`customer_id`, `product_id`, `quantity`, `elements_attributes`) VALUES('1', '129', '1', '{""10"":""144""}') "," ::1 "," URL: http://localhost/MultiVendor/Home/addtocart "," R: http://localhost/MultiVendor/product-detail/boys-pack-of-3-mickey-mouse-donald-duck-goofy-printed-t-shirts-4y-5y-vnky8c75-129"
"2022-12-07 21:37:27pm "," update "," UPDATE product_details SET `view_count` = 23 WHERE 1=1  and product_id = '129' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/boys-pack-of-3-mickey-mouse-donald-duck-goofy-printed-t-shirts-4y-5y-vnky8c75-129 "," R: http://localhost/MultiVendor/product-detail/boys-pack-of-3-mickey-mouse-donald-duck-goofy-printed-t-shirts-4y-5y-vnky8c75-129"
"2022-12-07 21:40:13pm "," update "," UPDATE customer_cart SET `quantity` = '2' WHERE 1=1  and customer_id = '1' and product_id = '129' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
"2022-12-07 21:40:15pm "," update "," UPDATE customer_cart SET `quantity` = '1' WHERE 1=1  and customer_id = '1' and product_id = '129' "," ::1 "," URL: http://localhost/MultiVendor/Home/updateItemQuantity "," R: http://localhost/MultiVendor/cart"
