"2023-01-03 03:03:39am "," update "," UPDATE product_details SET `view_count` = 9 WHERE 1=1  and product_id = '133' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/lavender-art-silk-saree-pastel-pink-vne98q7y-133 "," R: http://localhost/EthnicWear/shop"
"2023-01-03 03:13:29am "," update "," UPDATE product_details SET `view_count` = 4 WHERE 1=1  and product_id = '110' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/magenta-ruffled-ready-to-wear-saree-s-cherry-red-vnky8c75-110 "," R: http://localhost/EthnicWear/shop"
"2023-01-03 03:13:34am "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '111' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/magenta-ruffled-ready-to-wear-saree-m-cherry-red-vnky8c75-111 "," R: http://localhost/EthnicWear/product-detail/magenta-ruffled-ready-to-wear-saree-s-cherry-red-vnky8c75-110"
"2023-01-03 03:17:57am "," update "," UPDATE product_details SET `view_count` = 2 WHERE 1=1  and product_id = '111' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/magenta-ruffled-ready-to-wear-saree-m-cherry-red-vnky8c75-111 "," R: http://localhost/EthnicWear/product-detail/magenta-ruffled-ready-to-wear-saree-s-cherry-red-vnky8c75-110"
"2023-01-03 03:41:33am "," update "," UPDATE user SET `last_login` = '2023-01-03 03:41:33' WHERE 1=1  and user_id = '1' "," ::1 "," URL: http://localhost/EthnicWear/login-check "," R: http://localhost/EthnicWear/admin"
"2023-01-03 03:48:38am "," update "," UPDATE category SET `child_category` = '27,28,25,58,24,26,59' WHERE 1=1  and category_id = '22' "," ::1 "," URL: http://localhost/EthnicWear/submit-category "," R: http://localhost/EthnicWear/edit-category/60"
"2023-01-03 03:48:38am "," update "," UPDATE category SET `category_name` = 'Dupattas & Shawls', `short_code` = 'indian-fusion-wear-dupattas-shawls', `parent_category_id` = '22', `hierarchy` = '2,22,60', `element_id` = '', `description` = 'Dupattas & Shawls', `category_image` = 'category-thumb-6.jpg', `modified_by` = '1', `modified` = '2023-01-03 03:48:38', `return_or_replace` = '', `return_replace_validity` = '', `policy_covers` = '', `return_policy` = '', `is_active` = 1 WHERE 1=1  and category_id = '60' "," ::1 "," URL: http://localhost/EthnicWear/submit-category "," R: http://localhost/EthnicWear/edit-category/60"
"2023-01-03 03:48:38am "," update "," UPDATE category SET `child_category` = '27,28,25,58,24,26,59,60' WHERE 1=1  and category_id = '22' "," ::1 "," URL: http://localhost/EthnicWear/submit-category "," R: http://localhost/EthnicWear/edit-category/60"
