"2022-12-14 23:34:31pm "," insert "," INSERT INTO whish_list(`customer_id`, `product_id`) VALUES('1', '10') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addToWishlist "," R: "
"2022-12-14 23:54:10pm "," update "," UPDATE user SET `last_login` = '2022-12-14 23:54:10' WHERE 1=1  and user_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/login-check "," R: http://localhost/MultiVendor/admin"
