"2023-01-12 22:33:26pm "," update "," UPDATE product_details SET `view_count` = 153 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: http://localhost/EthnicWear/shop"
"2023-01-12 22:33:49pm "," update "," UPDATE product_details SET `view_count` = 3 WHERE 1=1  and product_id = '76' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-beige-floral-yoke-design-straight-kurta-with-trousers-with-dupatta-s-beige-vnky8c75-76 "," R: http://localhost/EthnicWear/shop"
"2023-01-12 22:33:57pm "," update "," UPDATE product_details SET `view_count` = 14 WHERE 1=1  and product_id = '108' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-rust-orange-embroidered-a-line-longline-top-m-orange-red-vnky8c75-108 "," R: http://localhost/EthnicWear/shop"
