"2023-01-17 02:01:53am "," update "," UPDATE product_details SET `view_count` = 140 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1 "," R: http://localhost/MultiVendor/shop?category=men"
"2023-01-17 02:19:52am "," update "," UPDATE product_details SET `view_count` = 141 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1 "," R: http://localhost/MultiVendor/shop?category=men"
"2023-01-17 02:24:10am "," update "," UPDATE product_details SET `view_count` = 17 WHERE 1=1  and product_id = '2' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-m-white-vnky8c75-2 "," R: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1"
"2023-01-17 02:26:02am "," update "," UPDATE product_details SET `view_count` = 18 WHERE 1=1  and product_id = '2' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-m-white-vnky8c75-2 "," R: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1"
"2023-01-17 02:34:54am "," update "," UPDATE product_details SET `view_count` = 19 WHERE 1=1  and product_id = '2' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-m-white-vnky8c75-2 "," R: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1"
"2023-01-17 02:37:54am "," update "," UPDATE product_details SET `view_count` = 20 WHERE 1=1  and product_id = '2' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-m-white-vnky8c75-2 "," R: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1"
"2023-01-17 02:38:55am "," update "," UPDATE product_details SET `view_count` = 9 WHERE 1=1  and product_id = '3' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-l-white-vnky8c75-3 "," R: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-m-white-vnky8c75-2"
"2023-01-17 02:43:17am "," update "," UPDATE product_details SET `view_count` = 10 WHERE 1=1  and product_id = '3' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-l-white-vnky8c75-3 "," R: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-m-white-vnky8c75-2"
"2023-01-17 02:44:34am "," update "," UPDATE product_details SET `view_count` = 10 WHERE 1=1  and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-xl-white-vnky8c75-4 "," R: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-l-white-vnky8c75-3"
